id,dex_number,region,slug,description,credit,enabled,catchable,abundance,name.ja,name.ja_r,name.ja_t,name.en,name.en2,name.de,name.fr,type.0,type.1,mythical,legendary,ultra_beast,event,height,weight,evo.to,evo.from,base.hp,base.atk,base.def,base.satk,base.sdef,base.spd,evo.mega,evo.mega_x,evo.mega_y,is_form,form_item
887,887,galar,dragapult,"Apparently the Dreepy inside Dragapult’s
horns eagerly look forward to being launched out
at Mach speeds.",,1,1,96,ドラパルト,Doraparuto,,Dragapult,,Katapuldra,Lanssorien,Dragon,Ghost,,,,,30,500,,886,88,120,75,100,75,142,,,,,
888,888,galar,zacian-hero,"This Pokémon has slumbered for many years.
Some say it’s Zamazenta’s elder sister—others
say the two Pokémon are rivals.",,1,1,6,ザシアン,Zashian,,Zacian,,Zacian,Zacian,Fairy,,,1,,,28,1100,,,92,130,115,80,115,138,,,,,
889,889,galar,zamazenta-hero,"This Pokémon slept for aeons while in the form of
a statue. It was asleep for so long, people forgot
that it ever existed.",,1,1,6,ザマゼンタ,Zamazenta,,Zamazenta,,Zamazenta,Zamazenta,Fighting,,,1,,,29,2100,,,92,130,115,80,115,138,,,,,
890,890,galar,eternatus,"It was inside a meteorite that fell 20,000 years
ago. There seems to be a connection between
this Pokémon and the Dynamax phenomenon.",,1,1,6,ムゲンダイナ,Mugendaina,,Eternatus,,Endynalos,Éthernatos,Poison,Dragon,,1,,,200,9500,,,140,85,95,145,95,130,,,,,
891,891,galar,kubfu,"If Kubfu pulls the long white hair on its head,
its fighting spirit heightens and power wells up
from the depths of its belly.",,1,1,6,ダクマ,Dakuma,,Kubfu,,Dakuma,Wushours,Fighting,,,1,,,6,120,892,,60,90,60,53,50,72,,,,,
892,892,galar,urshifu-single-strike,"This form of Urshifu is a strong believer in the
one-hit KO. Its strategy is to leap in close to foes
and land a devastating blow with a hardened fist.",,1,1,6,ウーラオス,Ūraosu,,Urshifu,,Wulaosu,Shifours,Fighting,Dark,,1,,,19,1050,,891,100,130,100,63,60,97,,,,,
893,893,galar,zarude,"This Zarude’s special strength stems from its love
and care for an orphaned human child that the
Pokémon has raised since the child’s infancy.",,1,1,12,ザルード,Zarūdo,,Zarude,,Zarude,Zarude,Dark,Grass,1,,,,18,700,,,105,120,105,70,95,105,,,,,
894,894,galar,regieleki,Its entire body is made up of a single organ that generates electrical energy. Regieleki is capable of creating all Galar's electricity.,,1,1,6,レジエレキ,Rejiereki,,Regieleki,,Regieleki,Regieleki,Electric,,,1,,,12,1450,,,80,100,50,100,50,200,,,,,
895,895,galar,regidrago,Its body is composed of crystallized dragon energy. Regidrago is said to have the powers of every dragon Pokémon.,,1,1,6,レジドラゴ,Rejidorago,,Regidrago,,Regidrago,Regidrago,Dragon,,,1,,,21,2000,,,200,100,50,100,50,80,,,,,
896,896,galar,glastrier,"Glastrier has tremendous physical strength, and the mask of ice covering its face is 100 times harder than diamond.",,1,1,6,ブリザポス,Burizaposu,,Glastrier,,Polaross,Blizzeval,Ice,,,1,,,22,8000,,,100,145,130,65,110,30,,,,,
897,897,galar,spectrier,"As it dashes through the night, Spectrier absorbs the life-force of sleeping creatures. It craves silence and solitude.",,1,1,6,レイスポス,Reisuposu,,Spectrier,,Phantoross,Spectreval,Ghost,,,1,,,20,445,,,100,65,60,145,80,130,,,,,
898,898,galar,calyrex,Calyrex is known in legend as a king that ruled over Galar in ancient times. It has the power to cause hearts to mend and plants to spring forth.,,1,1,6,バドレックス,Badorekkusu,,Calyrex,,Coronospa,Sylveroy,Psychic,Grass,,1,,,11,77,,,100,80,80,80,80,80,,,,,
899,899,hisui,wyrdeer,,,1,1,96,アヤシシ,Ayashishi,,Wyrdeer,,Damythir,Cerbyllin,Normal,Psychic,,,,,18,951,,234,103,105,72,105,75,65,,,,,
900,900,hisui,kleavor,,,1,1,96,バサギリ,Basagiri,,Kleavor,,Axantor,Hachécateur,Bug,Rock,,,,,18,890,,123,70,135,95,45,70,85,,,,,
901,901,hisui,ursaluna,,,1,1,96,ガチグマ,Gachiguma,,Ursaluna,,Gachiguma,Ursaking,Ground,Normal,,,,,24,2900,,217,130,140,105,45,80,50,,,,,
902,902,hisui,basculegion,,,1,1,24,イダイトウ,Idaitou,,Basculegion,,Salmagnis,Paragruel,Water,Ghost,,,,,30,1100,,,120,112,65,80,75,78,,,,,
903,903,hisui,sneasler,,,1,1,24,オオニューラ,Oonyūra,,Sneasler,,Snieboss,Farfurex,Fighting,Poison,,,,,13,430,,10227,80,130,60,40,80,120,,,,,
904,904,hisui,overqwil,,,1,1,12,ハリーマン,Harīman,,Overqwil,,Myriador,Qwilpik,Dark,Poison,,,,,25,605,,10226,85,115,95,65,65,85,,,,,
905,905,hisui,enamorus,,,1,1,6,ラブトロス,Rabutorosu,,Enamorus,,Cupidos,Amovénus,Fairy,Flying,,1,,,16,480,,,74,115,70,135,80,106,,,,,
10001,386,hoenn,deoxys-attack,,,1,1,12,アタックフォルム,Atakkuforumu,,Attack Deoxys,,Angriffsform,Forme Attaque,Psychic,,1,,,,17,608,,,50,180,20,180,20,150,,,,1,
10002,386,hoenn,deoxys-defense,,,1,1,12,ディフェンスフォルム,Difensuforumu,,Defense Deoxys,,Verteidigungsform,Forme Défense,Psychic,,1,,,,17,608,,,50,70,160,70,160,90,,,,1,
10003,386,hoenn,deoxys-speed,,,1,1,12,スピードフォルム,Supīdoforumu,,Speed Deoxys,,Initiativeform,Forme Vitesse,Psychic,,1,,,,17,608,,,50,95,90,95,90,180,,,,1,
10004,413,sinnoh,wormadam-sandy,,,1,1,96,すなちのミノ,Sunachinomino,,Sandy Wormadam,,Sandumhang,Cape Sable,Bug,Ground,,,,,5,65,,,60,79,105,59,85,36,,,,1,
10005,413,sinnoh,wormadam-trash,,,1,1,96,ゴミのミノ,Gominomino,,Trash Wormadam,,Lumpenumhang,Cape Déchet,Bug,Steel,,,,,5,65,,,60,69,95,69,95,36,,,,1,
10006,492,sinnoh,shaymin-sky,,,1,,,スカイフォルム,Sukaiforumu,,Sky Shaymin,,Zenitform,Forme Céleste,Grass,Flying,1,,,,4,52,,,100,103,75,120,75,127,,,,1,444
10007,487,sinnoh,giratina-origin,,,1,,,オリジンフォルム,Orijinforumu,,Origin Giratina,,Urform,Forme Originelle,Ghost,Dragon,,1,,,69,6500,,,150,120,100,120,100,90,,,,1,442
10008,479,sinnoh,rotom-heat,,,1,,,ヒートロトム,Hītorotomu,,Heat Rotom,,Hitze-Rotom,Motisma Chaleur,Electric,Fire,,,,,3,3,,,50,65,107,105,107,86,,,,1,
10009,479,sinnoh,rotom-wash,,,1,,,ウォッシュロトム,Wosshurotomu,,Wash Rotom,,Wasch-Rotom,Motisma Lavage,Electric,Water,,,,,3,3,,,50,65,107,105,107,86,,,,1,
10010,479,sinnoh,rotom-frost,,,1,,,フロストロトム,Furosutorotomu,,Frost Rotom,,Frost-Rotom,Motisma Froid,Electric,Ice,,,,,3,3,,,50,65,107,105,107,86,,,,1,
10011,479,sinnoh,rotom-fan,,,1,,,スピンロトム,Supinrotomu,,Fan Rotom,,Wirbel-Rotom,Motisma Hélice,Electric,Flying,,,,,3,3,,,50,65,107,105,107,86,,,,1,
10012,479,sinnoh,rotom-mow,,,1,,,カットロトム,Kattorotomu,,Mow Rotom,,Schneid-Rotom,Motisma Tonte,Electric,Grass,,,,,3,3,,,50,65,107,105,107,86,,,,1,
10013,351,hoenn,castform-sunny,,,1,1,96,たいようのすがた,Taiyōnosugata,,Sunny Castform,,Sonnenform,Forme Solaire,Fire,,,,,,3,8,,,70,70,70,70,70,70,,,,1,
10014,351,hoenn,castform-rainy,,,1,1,96,あまみずのすがた,Amamizunosugata,,Rainy Castform,,Regenform,Forme Eau de Pluie,Water,,,,,,3,8,,,70,70,70,70,70,70,,,,1,
10015,351,hoenn,castform-snowy,,,1,1,96,ゆきぐものすがた,Yukigumonosugata,,Snowy Castform,,Schneeform,Forme Blizzard,Ice,,,,,,3,8,,,70,70,70,70,70,70,,,,1,
10016,550,unova,basculin-blue-striped,,,1,4,96,あおすじのすがた,Aosujinosugata,,Blue-Striped Basculin,,Blaulinige Form,Motif Bleu,Water,,,,,,10,180,,,70,92,65,80,55,98,,,,1,
10017,555,unova,darmanitan-zen,"When wounded, it stops moving. It goes as still as stone to meditate, sharpening its mind and spirit.",,1,,,ダルマモード,Darumamōdo,,Zen Darmanitan,,Trance-Modus,Mode Transe,Fire,Psychic,,,,,13,929,,,105,30,105,140,105,55,,,,1,
10018,648,unova,meloetta-pirouette,,,1,,,ステップフォルム,Suteppuforumu,,Pirouette Meloetta,,Tanzform,Forme Danse,Normal,Fighting,1,,,,6,65,,,100,128,90,77,77,128,,,,1,
10019,641,unova,tornadus-therian,,,1,,,れいじゅうフォルム,Reijūforumu,,Therian Tornadus,,Tiergeistform,Forme Totémique,Flying,,,1,,,14,630,,,79,100,80,110,90,121,,,,1,681
10020,642,unova,thundurus-therian,,,1,,,れいじゅうフォルム,Reijūforumu,,Therian Thundurus,,Tiergeistform,Forme Totémique,Electric,Flying,,1,,,30,610,,,79,105,70,145,80,101,,,,1,681
10021,645,unova,landorus-therian,,,1,,,れいじゅうフォルム,Reijūforumu,,Therian Landorus,,Tiergeistform,Forme Totémique,Ground,Flying,,1,,,13,680,,,89,145,90,105,80,91,,,,1,681
10022,646,unova,kyurem-black,,,1,,,ブラックキュレム,Burakkukyuremu,,Black Kyurem,,Schwarzes Kyurem,Kyurem Noir,Dragon,Ice,,1,,,33,3250,,,125,170,100,120,90,95,,,,1,
10023,646,unova,kyurem-white,,,1,,,ホワイトキュレム,Howaitokyuremu,,White Kyurem,,Weißes Kyurem,Kyurem Blanc,Dragon,Ice,,1,,,36,3250,,,125,120,90,170,100,95,,,,1,
10024,647,unova,keldeo-resolute,,,1,,,かくごのすがた,Kakugonosugata,,Resolute Keldeo,,Resolutform,Aspect Décidé,Water,Fighting,1,,,,14,485,,,91,72,90,129,90,108,,,,1,
10025,678,kalos,meowstic-female,,,,,,メスのすがた,Mesunosugata,,Female Meowstic,,Weiblich,Femelle,Psychic,,,,,,6,85,,,74,48,76,83,81,104,,,,,
10026,681,kalos,aegislash-blade,,,1,,,ブレードフォルム,Burēdoforumu,,Blade Aegislash,,Klingenform,Forme Assaut,Steel,Ghost,,,,,17,530,,,60,150,50,150,50,60,,,,1,
10027,710,kalos,pumpkaboo-small,,,1,,,ちいさいサイズ,Chiisaisaizu,,Small Pumpkaboo,,Größe S,Taille Mini,Ghost,Grass,,,,1,3,35,,,44,66,70,44,55,56,,,,,
10028,710,kalos,pumpkaboo-large,,,1,,,おおきいサイズ,Ōkiisaizu,,Large Pumpkaboo,,Größe L,Taille Maxi,Ghost,Grass,,,,1,5,75,,,54,66,70,44,55,46,,,,,
10029,710,kalos,pumpkaboo-super,,,1,,,とくだいサイズ,Tokudaisaizu,,Super Pumpkaboo,,Größe XL,Taille Ultra,Ghost,Grass,,,,1,8,150,,,59,66,70,44,55,41,,,,,
10030,711,kalos,gourgeist-small,,,1,,,ちいさいサイズ,Chiisaisaizu,,Small Gourgeist,,Größe S,Taille Mini,Ghost,Grass,,,,1,7,95,,,55,85,122,58,75,99,,,,,
10031,711,kalos,gourgeist-large,,,1,,,おおきいサイズ,Ōkiisaizu,,Large Gourgeist,,Größe L,Taille Maxi,Ghost,Grass,,,,1,11,140,,,75,95,122,58,75,69,,,,,
10032,711,kalos,gourgeist-super,,,1,,,とくだいサイズ,Tokudaisaizu,,Super Gourgeist,,Größe XL,Taille Ultra,Ghost,Grass,,,,1,17,390,,,85,100,122,58,75,54,,,,,
10033,3,kanto,venusaur-mega,,,1,,,メガフシギバナ,Megafushigibana,,Mega Venusaur,,Mega-Bisaflor,Méga-Florizarre,Grass,Poison,,,,,24,1555,,,80,100,123,122,120,80,,,,,
10034,6,kanto,charizard-mega-x,,,1,,,メガリザードンＸ,Megarizādonx,,Mega Charizard X,,Mega-Glurak X,Méga-Dracaufeu X,Fire,Dragon,,,,,17,1105,,,78,130,111,130,85,100,,,,,
10035,6,kanto,charizard-mega-y,,,1,,,メガリザードンＹ,Megarizādony,,Mega Charizard Y,,Mega-Glurak Y,Méga-Dracaufeu Y,Fire,Flying,,,,,17,1005,,,78,104,78,159,115,100,,,,,
10036,9,kanto,blastoise-mega,,,1,,,メガカメックス,Megakamekkusu,,Mega Blastoise,,Mega-Turtok,Méga-Tortank,Water,,,,,,16,1011,,,79,103,120,135,115,78,,,,,
10037,65,kanto,alakazam-mega,,,1,,,メガフーディン,Megafūdin,,Mega Alakazam,,Mega-Simsala,Méga-Alakazam,Psychic,,,,,,12,480,,,55,50,65,175,105,150,,,,,
10038,94,kanto,gengar-mega,,,1,,,メガゲンガー,Megagengā,,Mega Gengar,,Mega-Gengar,Méga-Ectoplasma,Ghost,Poison,,,,,14,405,,,60,65,80,170,95,130,,,,,
10039,115,kanto,kangaskhan-mega,,,1,,,メガガルーラ,Megagarūra,,Mega Kangaskhan,,Mega-Kangama,Méga-Kangourex,Normal,,,,,,22,1000,,,105,125,100,60,100,100,,,,,
10040,127,kanto,pinsir-mega,,,1,,,メガカイロス,Megakairosu,,Mega Pinsir,,Mega-Pinsir,Méga-Scarabrute,Bug,Flying,,,,,17,590,,,65,155,120,65,90,105,,,,,
10041,130,kanto,gyarados-mega,,,1,,,メガギャラドス,Megagyaradosu,,Mega Gyarados,,Mega-Garados,Méga-Léviator,Water,Dark,,,,,65,3050,,,95,155,109,70,130,81,,,,,
10042,142,kanto,aerodactyl-mega,,,1,,,メガプテラ,Megaputera,,Mega Aerodactyl,,Mega-Aerodactyl,Méga-Ptéra,Rock,Flying,,,,,21,790,,,80,135,85,70,95,150,,,,,
10043,150,kanto,mewtwo-mega-x,,,1,,,メガミュウツーＸ,Megamyūtsūx,,Mega Mewtwo X,,Mega-Mewtu X,Méga-Mewtwo X,Psychic,Fighting,,1,,,23,1270,,,106,190,100,154,100,130,,,,,
10044,150,kanto,mewtwo-mega-y,,,1,,,メガミュウツーＹ,Megamyūtsūy,,Mega Mewtwo Y,,Mega-Mewtu Y,Méga-Mewtwo Y,Psychic,,,1,,,15,330,,,106,150,70,194,120,140,,,,,
10045,181,johto,ampharos-mega,,,1,,,メガデンリュウ,Megadenryū,,Mega Ampharos,,Mega-Ampharos,Méga-Pharamp,Electric,Dragon,,,,,14,615,,,90,95,105,165,110,45,,,,,
10046,212,johto,scizor-mega,,,1,,,メガハッサム,Megahassamu,,Mega Scizor,,Mega-Scherox,Méga-Cizayox,Bug,Steel,,,,,20,1250,,,70,150,140,65,100,75,,,,,
10047,214,johto,heracross-mega,,,1,,,メガヘラクロス,Megaherakurosu,,Mega Heracross,,Mega-Skaraborn,Méga-Scarhino,Bug,Fighting,,,,,17,625,,,80,185,115,40,105,75,,,,,
10048,229,johto,houndoom-mega,,,1,,,メガヘルガー,Megaherugā,,Mega Houndoom,,Mega-Hundemon,Méga-Démolosse,Dark,Fire,,,,,19,495,,,75,90,90,140,90,115,,,,,
10049,248,johto,tyranitar-mega,,,1,,,メガバンギラス,Megabangirasu,,Mega Tyranitar,,Mega-Despotar,Méga-Tyranocif,Rock,Dark,,,,,25,2550,,,100,164,150,95,120,71,,,,,
10050,257,hoenn,blaziken-mega,,,1,,,メガバシャーモ,Megabashāmo,,Mega Blaziken,,Mega-Lohgock,Méga-Braségali,Fire,Fighting,,,,,19,520,,,80,160,80,130,80,100,,,,,
10051,282,hoenn,gardevoir-mega,,,1,,,メガサーナイト,Megasānaito,,Mega Gardevoir,,Mega-Guardevoir,Méga-Gardevoir,Psychic,Fairy,,,,,16,484,,,68,85,65,165,135,100,,,,,
10052,303,hoenn,mawile-mega,,,1,,,メガクチート,Megakuchīto,,Mega Mawile,,Mega-Flunkifer,Méga-Mysdibule,Steel,Fairy,,,,,10,235,,,50,105,125,55,95,50,,,,,
10053,306,hoenn,aggron-mega,,,1,,,メガボスゴドラ,Megabosugodora,,Mega Aggron,,Mega-Stolloss,Méga-Galeking,Steel,,,,,,22,3950,,,70,140,230,60,80,50,,,,,
10054,308,hoenn,medicham-mega,,,1,,,メガチャーレム,Megachāremu,,Mega Medicham,,Mega-Meditalis,Méga-Charmina,Fighting,Psychic,,,,,13,315,,,60,100,85,80,85,100,,,,,
10055,310,hoenn,manectric-mega,,,1,,,メガライボルト,Megaraiboruto,,Mega Manectric,,Mega-Voltenso,Méga-Élecsprint,Electric,,,,,,18,440,,,70,75,80,135,80,135,,,,,
10056,354,hoenn,banette-mega,,,1,,,メガジュペッタ,Megajupetta,,Mega Banette,,Mega-Banette,Méga-Branette,Ghost,,,,,,12,130,,,64,165,75,93,83,75,,,,,
10057,359,hoenn,absol-mega,,,1,,,メガアブソル,Megābusoru,,Mega Absol,,Mega-Absol,Méga-Absol,Dark,,,,,,12,490,,,65,150,60,115,60,115,,,,,
10058,445,sinnoh,garchomp-mega,,,1,,,メガガブリアス,Megagaburiasu,,Mega Garchomp,,Mega-Knakrack,Méga-Carchacrok,Dragon,Ground,,,,,19,950,,,108,170,115,120,95,92,,,,,
10059,448,sinnoh,lucario-mega,,,1,,,メガルカリオ,Megarukario,,Mega Lucario,,Mega-Lucario,Méga-Lucario,Fighting,Steel,,,,,13,575,,,70,145,88,140,70,112,,,,,
10060,460,sinnoh,abomasnow-mega,,,1,,,メガユキノオー,Megayukinōō,,Mega Abomasnow,,Mega-Rexblisar,Méga-Blizzaroi,Grass,Ice,,,,,27,1850,,,90,132,105,132,105,30,,,,,
10061,670,kalos,floette-eternal,,,,,,えいえんのはな,Eiennohana,,Eternal Floette,,Ewigblütler,Fleur Éternelle,Fairy,,,,,,2,9,,,74,65,67,125,128,92,,,,,
10062,380,hoenn,latias-mega,,,1,,,メガラティアス,Megaratiasu,,Mega Latias,,Mega-Latias,Méga-Latias,Dragon,Psychic,,1,,,18,520,,,80,100,120,140,150,110,,,,,
10063,381,hoenn,latios-mega,,,1,,,メガラティオス,Megaratiosu,,Mega Latios,,Mega-Latios,Méga-Latios,Dragon,Psychic,,1,,,23,700,,,80,130,100,160,120,110,,,,,
10064,260,hoenn,swampert-mega,,,1,,,メガラグラージ,Megaragurāji,,Mega Swampert,,Mega-Sumpex,Méga-Laggron,Water,Ground,,,,,19,1020,,,100,150,110,95,110,70,,,,,
10065,254,hoenn,sceptile-mega,,,1,,,メガジュカイン,Megajukain,,Mega Sceptile,,Mega-Gewaldro,Méga-Jungko,Grass,Dragon,,,,,19,552,,,70,110,75,145,85,145,,,,,
10066,302,hoenn,sableye-mega,,,1,,,メガヤミラミ,Megayamirami,,Mega Sableye,,Mega-Zobiris,Méga-Ténéfix,Dark,Ghost,,,,,5,1610,,,50,85,125,85,115,20,,,,,
10067,334,hoenn,altaria-mega,,,1,,,メガチルタリス,Megachirutarisu,,Mega Altaria,,Mega-Altaria,Méga-Altaria,Dragon,Fairy,,,,,15,206,,,75,110,110,110,105,80,,,,,
10068,475,sinnoh,gallade-mega,,,1,,,メガエルレイド,Megaerureido,,Mega Gallade,,Mega-Galagladi,Méga-Gallame,Psychic,Fighting,,,,,16,564,,,68,165,95,65,115,110,,,,,
10069,531,unova,audino-mega,,,1,,,メガタブンネ,Megatabunne,,Mega Audino,,Mega-Ohrdoch,Méga-Nanméouïe,Normal,Fairy,,,,,15,320,,,103,60,126,80,126,50,,,,,
10070,319,hoenn,sharpedo-mega,,,1,,,メガサメハダー,Megasamehadā,,Mega Sharpedo,,Mega-Tohaido,Méga-Sharpedo,Water,Dark,,,,,25,1303,,,70,140,70,110,65,105,,,,,
10071,80,kanto,slowbro-mega,,,1,,,メガヤドラン,Megayadoran,,Mega Slowbro,,Mega-Lahmus,Méga-Flagadoss,Water,Psychic,,,,,20,1200,,,95,75,180,130,80,30,,,,,
10072,208,johto,steelix-mega,,,1,,,メガハガネール,Megahaganēru,,Mega Steelix,,Mega-Stahlos,Méga-Steelix,Steel,Ground,,,,,105,7400,,,75,125,230,55,95,30,,,,,
10073,18,kanto,pidgeot-mega,,,1,,,メガピジョット,Megapijotto,,Mega Pidgeot,,Mega-Tauboss,Méga-Roucarnage,Normal,Flying,,,,,22,505,,,83,80,80,135,80,121,,,,,
10074,362,hoenn,glalie-mega,,,1,,,メガオニゴーリ,Megaonigōri,,Mega Glalie,,Mega-Firnontor,Méga-Oniglali,Ice,,,,,,21,3502,,,80,120,80,120,80,100,,,,,
10075,719,kalos,diancie-mega,,,1,,,メガディアンシー,Megadianshī,,Mega Diancie,,Mega-Diancie,Méga-Diancie,Rock,Fairy,1,,,,11,278,,,50,160,110,160,110,110,,,,,
10076,376,hoenn,metagross-mega,,,1,,,メガメタグロス,Megametagurosu,,Mega Metagross,,Mega-Metagross,Méga-Métalosse,Steel,Psychic,,,,,25,9429,,,80,145,150,105,110,110,,,,,
10077,382,hoenn,kyogre-primal,,,1,,,ゲンシカイキのすがた,Genshikaikinosugata,,Primal Kyogre,,Protomorphose,Primo-Résurgence,Water,,,1,,,98,4300,,,100,150,90,180,160,90,,,,,
10078,383,hoenn,groudon-primal,,,1,,,ゲンシカイキのすがた,Genshikaikinosugata,,Primal Groudon,,Protomorphose,Primo-Résurgence,Ground,Fire,,1,,,50,9997,,,100,180,160,150,90,90,,,,,
10079,384,hoenn,rayquaza-mega,,,1,,,メガレックウザ,Megarekkūza,,Mega Rayquaza,,Mega-Rayquaza,Méga-Rayquaza,Dragon,Flying,,1,,,108,3920,,,105,180,100,180,100,115,,,,,
10080,25,kanto,pikachu-rock-star,,,1,,,,,,Pikachu Rock Star,,,Pikachu Rockeur,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10081,25,kanto,pikachu-belle,,,1,,,,,,Pikachu Belle,,,Pikachu Lady,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10082,25,kanto,pikachu-pop-star,,,1,,,,,,Pikachu Pop Star,,,Pikachu Star,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10083,25,kanto,pikachu-phd,,,1,,,,,,Pikachu Ph.D.,,,Pikachu Docteur,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10084,25,kanto,pikachu-libre,,,1,,,,,,Pikachu Libre,,,Pikachu Catcheur,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10085,25,kanto,pikachu-cosplay,,,,,,,,,Cosplay Pikachu,,,Pikachu Cosplayeur,Electric,,,,,,4,60,,,35,55,40,50,50,90,,,,,
10086,720,kalos,hoopa-unbound,,,1,,,ときはなたれしフーパ,Tokihanatareshifūpa,,Hoopa Unbound,,Entfesseltes Hoopa,Hoopa Déchaîné,Psychic,Dark,1,,,,65,4900,,,80,160,60,170,130,80,,,,1,806
10087,323,hoenn,camerupt-mega,,,1,,,メガバクーダ,Megabakūda,,Mega Camerupt,,Mega-Camerupt,Méga-Camérupt,Fire,Ground,,,,,25,3205,,,70,120,100,145,105,20,,,,,
10088,428,sinnoh,lopunny-mega,,,1,,,メガミミロップ,Megamimiroppu,,Mega Lopunny,,Mega-Schlapor,Méga-Lockpin,Normal,Fighting,,,,,13,283,,,65,136,94,54,96,135,,,,,
10089,373,hoenn,salamence-mega,,,1,,,メガボーマンダ,Megabōmanda,,Mega Salamence,,Mega-Brutalanda,Méga-Drattak,Dragon,Flying,,,,,18,1126,,,95,145,130,120,90,120,,,,,
10090,15,kanto,beedrill-mega,,,1,,,メガスピアー,Megasupiā,,Mega Beedrill,,Mega-Bibor,Méga-Dardargnan,Bug,Poison,,,,,14,405,,,65,150,40,15,80,145,,,,,
10091,19,kanto,rattata-alola,"Its whiskers provide it with a keen sense of smell, enabling it to pick up the scent of hidden food and locate it instantly.",,1,1,24,アローラのすがた,Arōranosugata,,Alolan Rattata,,Alola-Form,Forme d'Alola,Dark,Normal,,,,,3,38,10092,,30,56,35,25,35,72,,,,,
10092,20,kanto,raticate-alola,"It makes its Rattata underlings gather food for it, dining solely on the most nutritious and delicious fare.",,1,1,12,アローラのすがた,Arōranosugata,,Alolan Raticate,,Alola-Form,Forme d'Alola,Dark,Normal,,,,,7,255,,10091,75,71,70,40,80,77,,,,,
10093,20,kanto,raticate-totem-alola,,,,,,,,,Totem Alolan Raticate,,,,Dark,Normal,,,,,14,1050,,,75,71,70,40,80,77,,,,,
10094,25,kanto,pikachu-original-cap,,,1,,,オリジナルキャップ,Orijinarukyappu,,Original Cap Pikachu,,Original-Kappe,Casquette Originale,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10095,25,kanto,pikachu-hoenn-cap,,,1,,,ホウエンキャップ,Hōenkyappu,,Hoenn Cap Pikachu,,Hoenn-Kappe,Casquette de Hoenn,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10096,25,kanto,pikachu-sinnoh-cap,,,1,,,シンオウキャップ,Shin'Ōkyappu,,Sinnoh Cap Pikachu,,Sinnoh-Kappe,Casquette de Sinnoh,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10097,25,kanto,pikachu-unova-cap,,,1,,,イッシュキャップ,Isshukyappu,,Unova Cap Pikachu,,Einall-Kappe,Casquette d'Unys,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10098,25,kanto,pikachu-kalos-cap,,,1,,,カロスキャップ,Karosukyappu,,Kalos Cap Pikachu,,Kalos-Kappe,Casquette de Kalos,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10099,25,kanto,pikachu-alola-cap,,,1,,,アローラキャップ,Arōrakyappu,,Alola Cap Pikachu,,Alola-Kappe,Casquette d'Alola,Electric,,,,,1,4,60,,,35,55,40,50,50,90,,,,1,
10100,26,alola,raichu-alola,This Pokémon rides on its tail while it uses its psychic powers to levitate. It attacks with star-shaped thunderbolts.,,1,1,24,アローラのすがた,Arōranosugata,,Alolan Raichu,,Alola-Form,Forme d'Alola,Electric,Psychic,,,,,7,210,,,60,85,50,95,85,110,,,,,
10101,27,alola,sandshrew-alola,"It lives in snowy mountains on southern islands. When a blizzard rolls in, this Pokémon hunkers down in the snow to avoid getting blown away.",,1,1,24,アローラのすがた,Arōranosugata,,Alolan Sandshrew,,Alola-Form,Forme d'Alola,Ice,Steel,,,,,7,400,10102,,50,75,90,10,35,40,,,,,
10102,28,alola,sandslash-alola,"Many people climb snowy mountains, hoping to see the icy spikes of these Pokémon glistening in the light of dawn.",,1,1,12,アローラのすがた,Arōranosugata,,Alolan Sandslash,,Alola-Form,Forme d'Alola,Ice,Steel,,,,,12,550,,10101,75,100,120,25,65,65,,,,,
10103,37,alola,vulpix-alola,"If you observe its curly hairs through a microscope, you’ll see small ice particles springing up.",,1,1,24,アローラのすがた,Arōranosugata,,Alolan Vulpix,,Alola-Form,Forme d'Alola,Ice,,,,,,6,99,10104,,38,41,40,50,65,65,,,,,
10104,38,alola,ninetales-alola,"While it will guide travelers who get lost on a snowy mountain down to the mountain’s base, it won’t forgive anyone who harms nature.",,1,1,12,アローラのすがた,Arōranosugata,,Alolan Ninetales,,Alola-Form,Forme d'Alola,Ice,Fairy,,,,,11,199,,10103,73,67,75,81,100,109,,,,,
10105,50,alola,diglett-alola,Its three hairs change shape depending on Diglett’s mood. They’re a useful communication tool among these Pokémon.,,1,1,24,アローラのすがた,Arōranosugata,,Alolan Diglett,,Alola-Form,Forme d'Alola,Ground,Steel,,,,,2,10,10106,,10,55,30,35,45,90,,,,,
10106,51,alola,dugtrio-alola,"The three of them get along very well. Through their formidable teamwork, they defeat powerful opponents.",,1,1,12,アローラのすがた,Arōranosugata,,Alolan Dugtrio,,Alola-Form,Forme d'Alola,Ground,Steel,,,,,7,666,,10105,35,100,60,50,70,110,,,,,
